date,rank,change,sing_id,subject,singer,rank_out_term,play_in_term,listen_in_term,play_total,listen_total
2020/01/21/21,60,4,89688529,십이월 이십오일의 고백,정승환,1,4304.0,151.0,10402446,1304763
2020/01/21/22,59,1,89688529,십이월 이십오일의 고백,정승환,1,3715.0,110.0,10406161,1304873
2020/01/21/23,59,-,89688529,십이월 이십오일의 고백,정승환,1,3229.0,102.0,10409390,1304975
2020/01/22/0,55,4,89688529,십이월 이십오일의 고백,정승환,1,2791.0,95.0,10412181,1305070
2020/01/22/1,50,5,89688529,십이월 이십오일의 고백,정승환,1,2246.0,73.0,10414427,1305143
2020/01/22/2,50,5,89688529,십이월 이십오일의 고백,정승환,1,1884.0,42.0,10416311,1305185
2020/01/22/3,50,5,89688529,십이월 이십오일의 고백,정승환,1,1680.0,38.0,10417991,1305223
2020/01/22/4,50,5,89688529,십이월 이십오일의 고백,정승환,1,1497.0,48.0,10419488,1305271
2020/01/22/5,50,5,89688529,십이월 이십오일의 고백,정승환,1,1426.0,40.0,10420914,1305311
2020/01/22/6,50,5,89688529,십이월 이십오일의 고백,정승환,1,1272.0,32.0,10422186,1305343
2020/01/22/7,56,6,89688529,십이월 이십오일의 고백,정승환,1,1706.0,46.0,10423892,1305389
2020/01/22/8,49,7,89688529,십이월 이십오일의 고백,정승환,1,3148.0,83.0,10427040,1305472
2020/01/22/9,56,7,89688529,십이월 이십오일의 고백,정승환,1,4489.0,141.0,10431529,1305613
2020/01/22/10,55,1,89688529,십이월 이십오일의 고백,정승환,1,3712.0,116.0,10435241,1305729
2020/01/22/11,57,2,89688529,십이월 이십오일의 고백,정승환,1,3782.0,95.0,10439023,1305824
2020/01/22/12,53,4,89688529,십이월 이십오일의 고백,정승환,1,4494.0,112.0,10443517,1305936
2020/01/22/13,55,2,89688529,십이월 이십오일의 고백,정승환,1,4530.0,126.0,10448047,1306062
2020/01/22/14,48,7,89688529,십이월 이십오일의 고백,정승환,1,5360.0,137.0,10453407,1306199
2020/01/22/15,61,13,89688529,십이월 이십오일의 고백,정승환,1,5280.0,149.0,10458687,1306348
2020/01/22/16,52,9,89688529,십이월 이십오일의 고백,정승환,1,5264.0,163.0,10463951,1306511
2020/01/22/17,61,9,89688529,십이월 이십오일의 고백,정승환,1,5116.0,157.0,10469067,1306668
2020/01/22/18,52,9,89688529,십이월 이십오일의 고백,정승환,1,5574.0,164.0,10474641,1306832
2020/01/22/19,55,3,89688529,십이월 이십오일의 고백,정승환,1,6044.0,188.0,10480685,1307020
2020/01/22/20,53,2,89688529,십이월 이십오일의 고백,정승환,1,5344.0,171.0,10486029,1307191
2020/01/22/21,57,4,89688529,십이월 이십오일의 고백,정승환,1,4386.0,145.0,10490415,1307336
2020/01/22/22,62,5,89688529,십이월 이십오일의 고백,정승환,1,3746.0,113.0,10494161,1307449
2020/01/22/23,58,4,89688529,십이월 이십오일의 고백,정승환,1,3227.0,109.0,10497388,1307558
2020/01/23/0,52,6,89688529,십이월 이십오일의 고백,정승환,1,2725.0,91.0,10500113,1307649
2020/01/23/1,54,2,89688529,십이월 이십오일의 고백,정승환,1,2082.0,58.0,10502195,1307707
2020/01/23/2,54,2,89688529,십이월 이십오일의 고백,정승환,1,1819.0,51.0,10504014,1307758
2020/01/23/3,54,2,89688529,십이월 이십오일의 고백,정승환,1,1651.0,57.0,10505665,1307815
2020/01/23/4,54,2,89688529,십이월 이십오일의 고백,정승환,1,1427.0,36.0,10507092,1307851
2020/01/23/5,54,2,89688529,십이월 이십오일의 고백,정승환,1,1298.0,39.0,10508390,1307890
2020/01/23/6,54,2,89688529,십이월 이십오일의 고백,정승환,1,1161.0,36.0,10509551,1307926
2020/01/23/7,53,1,89688529,십이월 이십오일의 고백,정승환,1,1514.0,40.0,10511065,1307966
2020/01/23/8,55,2,89688529,십이월 이십오일의 고백,정승환,1,2812.0,82.0,10513877,1308048
2020/01/23/9,58,3,89688529,십이월 이십오일의 고백,정승환,1,4002.0,118.0,10517879,1308166
2020/01/23/10,53,5,89688529,십이월 이십오일의 고백,정승환,1,3399.0,105.0,10521278,1308271
2020/01/23/11,62,9,89688529,십이월 이십오일의 고백,정승환,1,3768.0,98.0,10525046,1308369
2020/01/23/12,51,11,89688529,십이월 이십오일의 고백,정승환,1,4416.0,101.0,10529462,1308470
2020/01/23/13,56,5,89688529,십이월 이십오일의 고백,정승환,1,4745.0,141.0,10534207,1308611
2020/01/23/14,49,7,89688529,십이월 이십오일의 고백,정승환,1,5410.0,153.0,10539617,1308764
2020/01/23/15,60,11,89688529,십이월 이십오일의 고백,정승환,1,5257.0,209.0,10544874,1308973
2020/01/23/16,54,6,89688529,십이월 이십오일의 고백,정승환,1,5830.0,190.0,10550704,1309163
2020/01/23/17,54,-,89688529,십이월 이십오일의 고백,정승환,1,5921.0,213.0,10556625,1309376
2020/01/23/18,59,5,89688529,십이월 이십오일의 고백,정승환,1,6186.0,228.0,10562811,1309604
2020/01/23/19,53,6,89688529,십이월 이십오일의 고백,정승환,1,6362.0,231.0,10569173,1309835
2020/01/23/20,57,4,89688529,십이월 이십오일의 고백,정승환,1,5388.0,191.0,10574561,1310026
2020/01/23/21,58,1,89688529,십이월 이십오일의 고백,정승환,1,4662.0,156.0,10579223,1310182
2020/01/23/22,61,3,89688529,십이월 이십오일의 고백,정승환,1,3794.0,146.0,10583017,1310328
2020/01/23/23,59,2,89688529,십이월 이십오일의 고백,정승환,1,3462.0,152.0,10586479,1310480
2020/01/24/0,66,7,89688529,십이월 이십오일의 고백,정승환,1,2742.0,108.0,10589221,1310588
2020/01/24/1,61,5,89688529,십이월 이십오일의 고백,정승환,1,2315.0,85.0,10591536,1310673
2020/01/24/2,61,5,89688529,십이월 이십오일의 고백,정승환,1,2086.0,76.0,10593622,1310749
2020/01/24/3,61,5,89688529,십이월 이십오일의 고백,정승환,1,1824.0,66.0,10595446,1310815
2020/01/24/4,61,5,89688529,십이월 이십오일의 고백,정승환,1,1600.0,65.0,10597046,1310880
2020/01/24/5,61,5,89688529,십이월 이십오일의 고백,정승환,1,1480.0,60.0,10598526,1310940
2020/01/24/6,61,5,89688529,십이월 이십오일의 고백,정승환,1,1452.0,50.0,10599978,1310990
2020/01/24/7,60,1,89688529,십이월 이십오일의 고백,정승환,1,1536.0,60.0,10601514,1311050
2020/01/24/8,62,2,89688529,십이월 이십오일의 고백,정승환,1,1681.0,69.0,10603195,1311119
2020/01/24/9,59,3,89688529,십이월 이십오일의 고백,정승환,1,2084.0,75.0,10605279,1311194
2020/01/24/10,54,5,89688529,십이월 이십오일의 고백,정승환,1,2793.0,100.0,10608072,1311294
2020/01/24/11,55,1,89688529,십이월 이십오일의 고백,정승환,1,3562.0,140.0,10611634,1311434
2020/01/24/12,57,2,89688529,십이월 이십오일의 고백,정승환,1,4233.0,177.0,10615867,1311611
2020/01/24/13,55,2,89688529,십이월 이십오일의 고백,정승환,1,4551.0,180.0,10620418,1311791
2020/01/24/14,57,2,89688529,십이월 이십오일의 고백,정승환,1,4817.0,202.0,10625235,1311993
2020/01/24/15,62,5,89688529,십이월 이십오일의 고백,정승환,1,4709.0,166.0,10629944,1312159
2020/01/24/16,63,1,89688529,십이월 이십오일의 고백,정승환,1,4579.0,196.0,10634523,1312355
2020/01/24/17,59,4,89688529,십이월 이십오일의 고백,정승환,1,4480.0,204.0,10639003,1312559
2020/01/24/18,57,2,89688529,십이월 이십오일의 고백,정승환,1,4271.0,181.0,10643274,1312740
2020/01/24/19,60,3,89688529,십이월 이십오일의 고백,정승환,1,3789.0,168.0,10647063,1312908
2020/01/24/20,58,2,89688529,십이월 이십오일의 고백,정승환,1,3396.0,127.0,10650459,1313035
2020/01/24/21,60,2,89688529,십이월 이십오일의 고백,정승환,1,3153.0,121.0,10653612,1313156
2020/01/24/22,58,2,89688529,십이월 이십오일의 고백,정승환,1,2774.0,99.0,10656386,1313255
2020/01/24/23,62,4,89688529,십이월 이십오일의 고백,정승환,1,2420.0,87.0,10658806,1313342
2020/01/25/0,67,5,89688529,십이월 이십오일의 고백,정승환,1,2027.0,90.0,10660833,1313432
2020/01/25/1,56,11,89688529,십이월 이십오일의 고백,정승환,1,1812.0,54.0,10662645,1313486
2020/01/25/2,56,11,89688529,십이월 이십오일의 고백,정승환,1,1601.0,51.0,10664246,1313537
2020/01/25/3,56,11,89688529,십이월 이십오일의 고백,정승환,1,1420.0,60.0,10665666,1313597
2020/01/25/4,56,11,89688529,십이월 이십오일의 고백,정승환,1,1279.0,40.0,10666945,1313637
2020/01/25/5,56,11,89688529,십이월 이십오일의 고백,정승환,1,1187.0,36.0,10668132,1313673
2020/01/25/6,56,11,89688529,십이월 이십오일의 고백,정승환,1,1159.0,41.0,10669291,1313714
2020/01/25/7,57,1,89688529,십이월 이십오일의 고백,정승환,1,1298.0,36.0,10670589,1313750
2020/01/25/8,60,3,89688529,십이월 이십오일의 고백,정승환,1,1838.0,70.0,10672427,1313820
2020/01/25/9,58,2,89688529,십이월 이십오일의 고백,정승환,1,2035.0,82.0,10674462,1313902
2020/01/25/10,67,9,89688529,십이월 이십오일의 고백,정승환,1,2074.0,72.0,10676536,1313974
2020/01/25/11,70,3,89688529,십이월 이십오일의 고백,정승환,1,2632.0,100.0,10679168,1314074
2020/01/25/12,69,1,89688529,십이월 이십오일의 고백,정승환,1,3516.0,165.0,10682684,1314239
2020/01/25/13,61,8,89688529,십이월 이십오일의 고백,정승환,1,4073.0,178.0,10686757,1314417
2020/01/25/14,61,-,89688529,십이월 이십오일의 고백,정승환,1,4071.0,179.0,10690828,1314596
2020/01/25/15,68,7,89688529,십이월 이십오일의 고백,정승환,1,4154.0,186.0,10694982,1314782
2020/01/25/16,63,5,89688529,십이월 이십오일의 고백,정승환,1,4111.0,199.0,10699093,1314981
2020/01/25/17,60,3,89688529,십이월 이십오일의 고백,정승환,1,4231.0,202.0,10703324,1315183
2020/01/25/18,64,4,89688529,십이월 이십오일의 고백,정승환,1,3858.0,188.0,10707182,1315371
2020/01/25/19,67,3,89688529,십이월 이십오일의 고백,정승환,1,3468.0,141.0,10710650,1315512
2020/01/25/20,58,9,89688529,십이월 이십오일의 고백,정승환,1,3050.0,107.0,10713700,1315619
2020/01/25/21,63,5,89688529,십이월 이십오일의 고백,정승환,1,2980.0,118.0,10716680,1315737
2020/01/25/22,60,3,89688529,십이월 이십오일의 고백,정승환,1,2613.0,97.0,10719293,1315834
2020/01/25/23,69,9,89688529,십이월 이십오일의 고백,정승환,1,2283.0,93.0,10721576,1315927
2020/01/26/0,63,6,89688529,십이월 이십오일의 고백,정승환,1,2006.0,81.0,10723582,1316008
2020/01/26/1,62,1,89688529,십이월 이십오일의 고백,정승환,1,1681.0,69.0,10725263,1316077
2020/01/26/2,62,1,89688529,십이월 이십오일의 고백,정승환,1,1480.0,49.0,10726743,1316126
2020/01/26/3,62,1,89688529,십이월 이십오일의 고백,정승환,1,1398.0,51.0,10728141,1316177
2020/01/26/4,62,1,89688529,십이월 이십오일의 고백,정승환,1,1247.0,38.0,10729388,1316215
2020/01/26/5,62,1,89688529,십이월 이십오일의 고백,정승환,1,1137.0,25.0,10730525,1316240
2020/01/26/6,62,1,89688529,십이월 이십오일의 고백,정승환,1,1139.0,38.0,10731664,1316278
2020/01/26/7,58,4,89688529,십이월 이십오일의 고백,정승환,1,1139.0,30.0,10732803,1316308
2020/01/26/8,59,1,89688529,십이월 이십오일의 고백,정승환,1,1231.0,31.0,10734034,1316339
2020/01/26/9,62,3,89688529,십이월 이십오일의 고백,정승환,1,1453.0,48.0,10735487,1316387
2020/01/26/10,62,-,89688529,십이월 이십오일의 고백,정승환,1,1873.0,64.0,10737360,1316451
2020/01/26/11,68,6,89688529,십이월 이십오일의 고백,정승환,1,2673.0,110.0,10740033,1316561
2020/01/26/12,58,10,89688529,십이월 이십오일의 고백,정승환,1,3174.0,120.0,10743207,1316681
2020/01/26/13,64,6,89688529,십이월 이십오일의 고백,정승환,1,3508.0,145.0,10746715,1316826
2020/01/26/14,65,1,89688529,십이월 이십오일의 고백,정승환,1,3800.0,151.0,10750515,1316977
2020/01/26/15,55,10,89688529,십이월 이십오일의 고백,정승환,1,4228.0,129.0,10754743,1317106
2020/01/26/16,59,4,89688529,십이월 이십오일의 고백,정승환,1,4361.0,161.0,10759104,1317267
2020/01/26/17,55,4,89688529,십이월 이십오일의 고백,정승환,1,4363.0,167.0,10763467,1317434
2020/01/26/18,64,9,89688529,십이월 이십오일의 고백,정승환,1,4216.0,179.0,10767683,1317613
2020/01/26/19,61,3,89688529,십이월 이십오일의 고백,정승환,1,3895.0,160.0,10771578,1317773
2020/01/26/20,63,2,89688529,십이월 이십오일의 고백,정승환,1,3539.0,120.0,10775117,1317893
2020/01/26/21,61,2,89688529,십이월 이십오일의 고백,정승환,1,3197.0,144.0,10778314,1318037
2020/01/26/22,78,17,89688529,십이월 이십오일의 고백,정승환,1,2661.0,86.0,10780975,1318123
2020/01/26/23,71,7,89688529,십이월 이십오일의 고백,정승환,1,2342.0,86.0,10783317,1318209
2020/01/27/0,69,2,89688529,십이월 이십오일의 고백,정승환,1,2096.0,78.0,10785413,1318287
2020/01/27/1,68,1,89688529,십이월 이십오일의 고백,정승환,1,1664.0,65.0,10787077,1318352
2020/01/27/2,68,1,89688529,십이월 이십오일의 고백,정승환,1,1573.0,40.0,10788650,1318392
2020/01/27/3,68,1,89688529,십이월 이십오일의 고백,정승환,1,1334.0,40.0,10789984,1318432
2020/01/27/4,68,1,89688529,십이월 이십오일의 고백,정승환,1,1195.0,32.0,10791179,1318464
2020/01/27/5,68,1,89688529,십이월 이십오일의 고백,정승환,1,1156.0,30.0,10792335,1318494
2020/01/27/6,68,1,89688529,십이월 이십오일의 고백,정승환,1,1112.0,31.0,10793447,1318525
2020/01/27/7,65,3,89688529,십이월 이십오일의 고백,정승환,1,1113.0,26.0,10794560,1318551
2020/01/27/8,56,9,89688529,십이월 이십오일의 고백,정승환,1,1286.0,41.0,10795846,1318592
2020/01/27/9,57,1,89688529,십이월 이십오일의 고백,정승환,1,1609.0,47.0,10797455,1318639
2020/01/27/10,52,5,89688529,십이월 이십오일의 고백,정승환,1,2017.0,66.0,10799472,1318705
2020/01/27/11,66,14,89688529,십이월 이십오일의 고백,정승환,1,2666.0,92.0,10802138,1318797
2020/01/27/12,59,7,89688529,십이월 이십오일의 고백,정승환,1,3234.0,121.0,10805372,1318918
2020/01/27/13,59,-,89688529,십이월 이십오일의 고백,정승환,1,3671.0,137.0,10809043,1319055
2020/01/27/14,55,4,89688529,십이월 이십오일의 고백,정승환,1,4267.0,147.0,10813310,1319202
2020/01/27/15,64,9,89688529,십이월 이십오일의 고백,정승환,1,4197.0,132.0,10817507,1319334
2020/01/27/16,61,3,89688529,십이월 이십오일의 고백,정승환,1,4206.0,142.0,10821713,1319476
2020/01/27/17,61,-,89688529,십이월 이십오일의 고백,정승환,1,4281.0,147.0,10825994,1319623
2020/01/27/18,59,2,89688529,십이월 이십오일의 고백,정승환,1,4187.0,133.0,10830181,1319756
2020/01/27/19,69,10,89688529,십이월 이십오일의 고백,정승환,1,3804.0,130.0,10833985,1319886
2020/01/27/20,63,6,89688529,십이월 이십오일의 고백,정승환,1,3450.0,115.0,10837435,1320001
2020/01/27/21,59,4,89688529,십이월 이십오일의 고백,정승환,1,3397.0,112.0,10840832,1320113
2020/01/27/22,67,8,89688529,십이월 이십오일의 고백,정승환,1,2918.0,111.0,10843750,1320224
2020/01/27/23,65,2,89688529,십이월 이십오일의 고백,정승환,1,2504.0,68.0,10846254,1320292
2020/01/28/0,63,2,89688529,십이월 이십오일의 고백,정승환,1,2142.0,76.0,10848396,1320368
2020/01/28/1,61,2,89688529,십이월 이십오일의 고백,정승환,1,1782.0,68.0,10850178,1320436
2020/01/28/2,61,2,89688529,십이월 이십오일의 고백,정승환,1,1552.0,41.0,10851730,1320477
2020/01/28/3,61,2,89688529,십이월 이십오일의 고백,정승환,1,1365.0,38.0,10853095,1320515
2020/01/28/4,61,2,89688529,십이월 이십오일의 고백,정승환,1,1211.0,28.0,10854306,1320543
2020/01/28/5,61,2,89688529,십이월 이십오일의 고백,정승환,1,1097.0,29.0,10855403,1320572
2020/01/28/6,61,2,89688529,십이월 이십오일의 고백,정승환,1,1138.0,28.0,10856541,1320600
2020/01/28/7,58,3,89688529,십이월 이십오일의 고백,정승환,1,1469.0,37.0,10858010,1320637
2020/01/28/8,57,1,89688529,십이월 이십오일의 고백,정승환,1,2732.0,94.0,10860742,1320731
2020/01/28/9,62,5,89688529,십이월 이십오일의 고백,정승환,1,3868.0,109.0,10864610,1320840
2020/01/28/10,59,3,89688529,십이월 이십오일의 고백,정승환,1,3058.0,90.0,10867668,1320930
2020/01/28/11,54,5,89688529,십이월 이십오일의 고백,정승환,1,3265.0,88.0,10870933,1321018
2020/01/28/12,53,1,89688529,십이월 이십오일의 고백,정승환,1,3865.0,118.0,10874798,1321136
2020/01/28/13,62,9,89688529,십이월 이십오일의 고백,정승환,1,4127.0,117.0,10878925,1321253
2020/01/28/14,57,5,89688529,십이월 이십오일의 고백,정승환,1,4794.0,116.0,10883719,1321369
2020/01/28/15,53,4,89688529,십이월 이십오일의 고백,정승환,1,4906.0,135.0,10888625,1321504
2020/01/28/16,53,-,89688529,십이월 이십오일의 고백,정승환,1,4674.0,143.0,10893299,1321647
2020/01/28/17,58,5,89688529,십이월 이십오일의 고백,정승환,1,4467.0,130.0,10897766,1321777
2020/01/28/18,61,3,89688529,십이월 이십오일의 고백,정승환,1,4825.0,138.0,10902591,1321915
2020/01/28/19,61,-,89688529,십이월 이십오일의 고백,정승환,1,5213.0,140.0,10907804,1322055
2020/01/28/20,61,-,89688529,십이월 이십오일의 고백,정승환,1,4662.0,140.0,10912466,1322195
2020/01/28/21,64,3,89688529,십이월 이십오일의 고백,정승환,1,3797.0,117.0,10916263,1322312
2020/01/28/22,64,-,89688529,십이월 이십오일의 고백,정승환,1,3317.0,108.0,10919580,1322420
2020/01/28/23,65,1,89688529,십이월 이십오일의 고백,정승환,1,2880.0,68.0,10922460,1322488
2020/01/29/0,60,5,89688529,십이월 이십오일의 고백,정승환,1,2423.0,73.0,10924883,1322561
2020/01/29/1,60,-,89688529,십이월 이십오일의 고백,정승환,1,2013.0,73.0,10926896,1322634
2020/01/29/2,60,-,89688529,십이월 이십오일의 고백,정승환,1,1627.0,58.0,10928523,1322692
2020/01/29/3,60,-,89688529,십이월 이십오일의 고백,정승환,1,1553.0,47.0,10930076,1322739
2020/01/29/4,60,-,89688529,십이월 이십오일의 고백,정승환,1,1269.0,30.0,10931345,1322769
2020/01/29/5,60,-,89688529,십이월 이십오일의 고백,정승환,1,1199.0,30.0,10932544,1322799
2020/01/29/6,60,-,89688529,십이월 이십오일의 고백,정승환,1,1227.0,38.0,10933771,1322837
2020/01/29/7,60,-,89688529,십이월 이십오일의 고백,정승환,1,1475.0,31.0,10935246,1322868
2020/01/29/8,58,2,89688529,십이월 이십오일의 고백,정승환,1,2918.0,100.0,10938164,1322968
2020/01/29/9,62,4,89688529,십이월 이십오일의 고백,정승환,1,4155.0,136.0,10942319,1323104
2020/01/29/10,57,5,89688529,십이월 이십오일의 고백,정승환,1,3287.0,104.0,10945606,1323208
2020/01/29/11,64,7,89688529,십이월 이십오일의 고백,정승환,1,3349.0,95.0,10948955,1323303
2020/01/29/12,57,7,89688529,십이월 이십오일의 고백,정승환,1,3845.0,123.0,10952800,1323426
2020/01/29/13,62,5,89688529,십이월 이십오일의 고백,정승환,1,3926.0,130.0,10956726,1323556
2020/01/29/14,60,2,89688529,십이월 이십오일의 고백,정승환,1,4683.0,114.0,10961409,1323670
2020/01/29/15,59,1,89688529,십이월 이십오일의 고백,정승환,1,4610.0,134.0,10966019,1323804
2020/01/29/16,58,1,89688529,십이월 이십오일의 고백,정승환,1,4753.0,111.0,10970772,1323915
2020/01/29/17,62,4,89688529,십이월 이십오일의 고백,정승환,1,4453.0,127.0,10975225,1324042
2020/01/29/18,62,-,89688529,십이월 이십오일의 고백,정승환,1,4883.0,148.0,10980108,1324190
2020/01/29/19,57,5,89688529,십이월 이십오일의 고백,정승환,1,5275.0,158.0,10985383,1324348
2020/01/29/20,70,13,89688529,십이월 이십오일의 고백,정승환,1,4646.0,103.0,10990029,1324451
2020/01/29/21,60,10,89688529,십이월 이십오일의 고백,정승환,1,3861.0,130.0,10993890,1324581
2020/01/29/22,68,8,89688529,십이월 이십오일의 고백,정승환,1,3351.0,108.0,10997241,1324689
2020/01/29/23,61,7,89688529,십이월 이십오일의 고백,정승환,1,3085.0,92.0,11000326,1324781
2020/01/30/0,67,6,89688529,십이월 이십오일의 고백,정승환,1,2435.0,72.0,11002761,1324853
2020/01/30/1,69,2,89688529,십이월 이십오일의 고백,정승환,1,1922.0,66.0,11004683,1324919
2020/01/30/2,69,2,89688529,십이월 이십오일의 고백,정승환,1,1648.0,56.0,11006331,1324975
2020/01/30/3,69,2,89688529,십이월 이십오일의 고백,정승환,1,1471.0,43.0,11007802,1325018
2020/01/30/4,69,2,89688529,십이월 이십오일의 고백,정승환,1,1364.0,40.0,11009166,1325058
2020/01/30/5,69,2,89688529,십이월 이십오일의 고백,정승환,1,1183.0,30.0,11010349,1325088
2020/01/30/6,69,2,89688529,십이월 이십오일의 고백,정승환,1,1132.0,26.0,11011481,1325114
2020/01/30/7,63,6,89688529,십이월 이십오일의 고백,정승환,1,1470.0,34.0,11012951,1325148
2020/01/30/8,62,1,89688529,십이월 이십오일의 고백,정승환,1,2828.0,89.0,11015779,1325237
2020/01/30/9,65,3,89688529,십이월 이십오일의 고백,정승환,1,4091.0,136.0,11019870,1325373
2020/01/30/10,62,3,89688529,십이월 이십오일의 고백,정승환,1,3081.0,89.0,11022951,1325462
2020/01/30/11,62,-,89688529,십이월 이십오일의 고백,정승환,1,3237.0,98.0,11026188,1325560
2020/01/30/12,63,1,89688529,십이월 이십오일의 고백,정승환,1,3582.0,99.0,11029770,1325659
2020/01/30/13,55,8,89688529,십이월 이십오일의 고백,정승환,1,3931.0,127.0,11033701,1325786
2020/01/30/14,61,6,89688529,십이월 이십오일의 고백,정승환,1,4454.0,126.0,11038155,1325912
2020/01/30/15,56,5,89688529,십이월 이십오일의 고백,정승환,1,5101.0,145.0,11043256,1326057
2020/01/30/16,64,8,89688529,십이월 이십오일의 고백,정승환,1,4462.0,134.0,11047718,1326191
2020/01/30/17,57,7,89688529,십이월 이십오일의 고백,정승환,1,4565.0,145.0,11052283,1326336
2020/01/30/18,60,3,89688529,십이월 이십오일의 고백,정승환,1,4576.0,148.0,11056859,1326484
2020/01/30/19,64,4,89688529,십이월 이십오일의 고백,정승환,1,5142.0,164.0,11062001,1326648
2020/01/30/20,59,5,89688529,십이월 이십오일의 고백,정승환,1,4563.0,137.0,11066564,1326785
2020/01/30/21,68,9,89688529,십이월 이십오일의 고백,정승환,1,3966.0,116.0,11070530,1326901
2020/01/30/22,67,1,89688529,십이월 이십오일의 고백,정승환,1,3211.0,102.0,11073741,1327003
2020/01/30/23,68,1,89688529,십이월 이십오일의 고백,정승환,1,2952.0,98.0,11076693,1327101
2020/01/31/0,69,1,89688529,십이월 이십오일의 고백,정승환,1,2339.0,75.0,11079032,1327176
2020/01/31/1,77,8,89688529,십이월 이십오일의 고백,정승환,1,1883.0,60.0,11080915,1327236
2020/01/31/2,77,8,89688529,십이월 이십오일의 고백,정승환,1,1615.0,45.0,11082530,1327281
2020/01/31/3,77,8,89688529,십이월 이십오일의 고백,정승환,1,1388.0,32.0,11083918,1327313
2020/01/31/4,77,8,89688529,십이월 이십오일의 고백,정승환,1,1254.0,24.0,11085172,1327337
2020/01/31/5,77,8,89688529,십이월 이십오일의 고백,정승환,1,1179.0,29.0,11086351,1327366
2020/01/31/6,77,8,89688529,십이월 이십오일의 고백,정승환,1,1056.0,36.0,11087407,1327402
2020/01/31/7,72,5,89688529,십이월 이십오일의 고백,정승환,1,1376.0,32.0,11088783,1327434
2020/01/31/8,66,6,89688529,십이월 이십오일의 고백,정승환,1,2590.0,78.0,11091373,1327512
2020/01/31/9,70,4,89688529,십이월 이십오일의 고백,정승환,1,3847.0,121.0,11095220,1327633
2020/01/31/10,72,2,89688529,십이월 이십오일의 고백,정승환,1,3036.0,79.0,11098256,1327712
2020/01/31/11,65,7,89688529,십이월 이십오일의 고백,정승환,1,3215.0,80.0,11101471,1327792
2020/01/31/12,65,-,89688529,십이월 이십오일의 고백,정승환,1,3572.0,101.0,11105043,1327893
2020/01/31/13,68,3,89688529,십이월 이십오일의 고백,정승환,1,3704.0,120.0,11108747,1328013
2020/01/31/14,69,1,89688529,십이월 이십오일의 고백,정승환,1,4195.0,122.0,11112942,1328135
2020/01/31/15,61,8,89688529,십이월 이십오일의 고백,정승환,1,4691.0,139.0,11117633,1328274
2020/01/31/16,63,2,89688529,십이월 이십오일의 고백,정승환,1,4712.0,140.0,11122345,1328414
2020/01/31/17,67,4,89688529,십이월 이십오일의 고백,정승환,1,4613.0,137.0,11126958,1328551
2020/01/31/18,62,5,89688529,십이월 이십오일의 고백,정승환,1,4775.0,158.0,11131733,1328709
2020/01/31/19,61,1,89688529,십이월 이십오일의 고백,정승환,1,5440.0,171.0,11137173,1328880
2020/01/31/20,66,5,89688529,십이월 이십오일의 고백,정승환,1,4728.0,151.0,11141901,1329031
2020/01/31/21,73,7,89688529,십이월 이십오일의 고백,정승환,1,3833.0,123.0,11145734,1329154
2020/01/31/22,71,2,89688529,십이월 이십오일의 고백,정승환,1,3077.0,94.0,11148811,1329248
2020/01/31/23,70,1,89688529,십이월 이십오일의 고백,정승환,1,2676.0,80.0,11151487,1329328
2020/02/01/0,66,4,89688529,십이월 이십오일의 고백,정승환,1,2265.0,81.0,11153752,1329409
2020/02/01/1,74,8,89688529,십이월 이십오일의 고백,정승환,1,1853.0,52.0,11155605,1329461
2020/02/01/2,74,8,89688529,십이월 이십오일의 고백,정승환,1,1605.0,59.0,11157210,1329520
2020/02/01/3,74,8,89688529,십이월 이십오일의 고백,정승환,1,1443.0,36.0,11158653,1329556
2020/02/01/4,74,8,89688529,십이월 이십오일의 고백,정승환,1,1288.0,31.0,11159941,1329587
2020/02/01/5,74,8,89688529,십이월 이십오일의 고백,정승환,1,1216.0,30.0,11161157,1329617
2020/02/01/6,74,8,89688529,십이월 이십오일의 고백,정승환,1,1120.0,23.0,11162277,1329640
2020/02/01/7,62,12,89688529,십이월 이십오일의 고백,정승환,1,1175.0,37.0,11163452,1329677
2020/02/01/8,65,3,89688529,십이월 이십오일의 고백,정승환,1,1461.0,32.0,11164913,1329709
2020/02/01/9,68,3,89688529,십이월 이십오일의 고백,정승환,1,2006.0,54.0,11166919,1329763
2020/02/01/10,61,7,89688529,십이월 이십오일의 고백,정승환,1,2583.0,84.0,11169502,1329847
2020/02/01/11,65,4,89688529,십이월 이십오일의 고백,정승환,1,3108.0,113.0,11172610,1329960
2020/02/01/12,59,6,89688529,십이월 이십오일의 고백,정승환,1,3607.0,140.0,11176217,1330100
2020/02/01/13,59,-,89688529,십이월 이십오일의 고백,정승환,1,3963.0,119.0,11180180,1330219
2020/02/01/14,58,1,89688529,십이월 이십오일의 고백,정승환,1,4403.0,133.0,11184583,1330352
2020/02/01/15,57,1,89688529,십이월 이십오일의 고백,정승환,1,4859.0,175.0,11189442,1330527
2020/02/01/16,58,1,89688529,십이월 이십오일의 고백,정승환,1,4407.0,148.0,11193849,1330675
2020/02/01/17,64,6,89688529,십이월 이십오일의 고백,정승환,1,4457.0,151.0,11198306,1330826
2020/02/01/18,65,1,89688529,십이월 이십오일의 고백,정승환,1,4281.0,130.0,11202587,1330956
2020/02/01/19,71,6,89688529,십이월 이십오일의 고백,정승환,1,4018.0,133.0,11206605,1331089
