sing_id,subject,singer,앨범 종류,발매일,장르,스타일,기획사,유통사
90314041,안녕과 안녕으로,이예준,싱글,2020.06.01,인디,발라드,뮤니콘,카카오엔터테인먼트
90314142,Baby (Feat. 빈센트블루),정키(Jung Key),EP(미니),2020.06.01,알앤비/소울,알앤비,도우즈 레코즈,카카오엔터테인먼트
90314143,My dear (Feat. MOON),정키(Jung Key),EP(미니),2020.06.01,알앤비/소울,알앤비,도우즈 레코즈,카카오엔터테인먼트
90314145,weekEnd (Feat. jeebanoff),정키(Jung Key),EP(미니),2020.06.01,알앤비/소울,알앤비,도우즈 레코즈,카카오엔터테인먼트
90314141,Love,정키(Jung Key),EP(미니),2020.06.01,알앤비/소울,알앤비,도우즈 레코즈,카카오엔터테인먼트
90314958,짝짝꿍짝 (Feat. 남승민) (Prod. by 영탁),정동원 (JUNG DONG WON),싱글,2020.06.02,성인가요,트로트,"티조컬처앤컨텐츠, 뉴에라프로젝트",카카오엔터테인먼트
81924721,너 하나야,포맨,정규,2014.04.09,OST,OST,,지니뮤직
85635043,허세 (Prod. by 타블로),윤하 (YOUNHA),싱글,2015.12.10,발라드,발라드,"C9 ENTERTAINMENT, Stone Music Entertainment","지니뮤직, Stone Music Entertainment"
90316048,Best Summer (With Spoonz),뉴이스트,싱글,2020.06.02,댄스/팝,댄스 팝,플레디스엔터테인먼트,YG PLUS
90315376,Mayday,VICTON (빅톤),싱글,2020.06.02,댄스/팝,댄스 팝,㈜플레이엠엔터테인먼트,카카오엔터테인먼트
90314265,얌얌 (Yummy Yummy) (Feat. 챈슬러 (Chancellor)),MC몽,OST,2020.06.02,댄스/팝,TV 드라마,(주)빅토리콘텐츠,워너뮤직코리아
90315479,널 좋아하나봐,어쿠스틱 콜라보,싱글,2020.06.02,인디,포크 팝,무브먼트제너레이션,카카오엔터테인먼트
85951945,사실 말야,뉴이스트,EP(미니),2016.02.17,댄스/팝,댄스 팝,플레디스엔터테인먼트,카카오엔터테인먼트
81393415,Sandy,뉴이스트,EP(미니),2012.07.11,댄스/팝,댄스 팝,플레디스엔터테인먼트,카카오엔터테인먼트
85951946,티격태격,뉴이스트,EP(미니),2016.02.17,댄스/팝,댄스 팝,플레디스엔터테인먼트,카카오엔터테인먼트
90315377,Mayday (Inst.),VICTON (빅톤),싱글,2020.06.02,댄스/팝,댄스 팝,㈜플레이엠엔터테인먼트,카카오엔터테인먼트
90317434,Swoosh Flow,창모 (CHANGMO),싱글,2020.08.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
90317432,birthstone,창모 (CHANGMO) & Paul Blanco,EP(미니),2020.06.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
90325219,서쪽 바다,장혜진 & 한동근,싱글,2020.06.03,발라드,발라드,"젤리피쉬 엔터테인먼트, 브랜뉴뮤직",카카오엔터테인먼트
90317440,TOUR DAY 5 FREESTYLE,창모 (CHANGMO) & Paul Blanco,EP(미니),2020.06.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
90317433,SHOOT (Feat. Uneducated Kid),Paul Blanco,EP(미니),2020.06.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
90317438,Star Ceiling,Paul Blanco,EP(미니),2020.06.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
90317436,BEBE,창모 (CHANGMO) & Paul Blanco,EP(미니),2020.06.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
90317435,널 위해 (Feat. 환희),Paul Blanco,EP(미니),2020.06.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
87345604,ISLAND,WINNER,정규,2022.02.08,랩/힙합,랩,그루블린,워너뮤직코리아
90317439,BIG LOVE,창모 (CHANGMO) & Paul Blanco,EP(미니),2020.06.03,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
87345603,LOVE ME LOVE ME,WINNER,싱글,2017.08.04,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
81046547,랄랄라 (Feat. 소야),마이티 마우스 (Mighty Mouth),싱글,2011.06.29,랩/힙합,팝랩,원오원엔터테인먼트,카카오엔터테인먼트
16260193,해변의 여인,쿨 (COOL),싱글,2016.01.22,댄스/팝,발라드,,지니뮤직
80939157,그때 난 사는거야,이해리 (다비치),싱글,2011.01.27,발라드,발라드,노트뮤직,NHN벅스
90329119,물감 (Feat. 1ho),공기남 & 고닥,싱글,2020.06.04,인디,포크 팝,에어뮤직,워너뮤직코리아
90329116,깡 Official Remix,식케이 (Sik-K) & pH-1 & 박재범 & 김하온 (HAON),싱글,2020.06.04,랩/힙합,랩,H1GHR MUSIC,"지니뮤직, Stone Music Entertainment"
90333314,사랑은 추억을 닮아서,육성재 (비투비),OST,2020.06.04,발라드,발라드,"JTBC 스튜디오, 모스트콘텐츠",카카오엔터테인먼트
90330095,오르막길,김희재,OST,2020.06.04,발라드,발라드,뉴에라프로젝트,카카오엔터테인먼트
87400680,What Lovers Do (Feat. SZA),Maroon 5,정규,2017.11.03,팝,팝,Interscope Records,유니버설뮤직코리아
90336563,왜요 (WAYO),방예담 (TREASURE),싱글,2020.06.05,발라드,발라드,YG Entertainment,YG PLUS
90341264,우리 (Feat. 미노이),펀치넬로 (punchnello),싱글,2020.06.05,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90190735,사랑아,김호중,컴필레이션,2020.05.08,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90124475,초혼,김호중,컴필레이션,2020.04.17,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90295225,그대 향한 사랑,김호중,컴필레이션,2020.05.29,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90169585,사랑했어요,김호중,컴필레이션,2020.05.01,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90216791,때,김호중,컴필레이션,2020.05.15,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90190743,님의 등불,김호중,컴필레이션,2020.05.08,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90252977,내 하나의 사람은 가고,김호중,컴필레이션,2020.05.22,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
90341878,이미 넌 고마운 사람,HYNN (박혜원),싱글,2020.06.06,발라드,발라드,한국방송공사,카카오엔터테인먼트
90271276,너는 나의 시작이자 마지막이다,임한별 & 김재환,OST,2020.06.06,발라드,발라드,"Stone Music Entertainment, 화앤담픽쳐스","지니뮤직, Stone Music Entertainment"
90341412,어떻게 지내 (답가),런치 (LUNCH),싱글,2020.06.06,인디,인디 팝,레시피뮤직,카카오엔터테인먼트
90341961,출국 (出國) (인천국제공항 Ver.),하림 & Crush,싱글,2020.06.07,댄스/팝,발라드,JTBC / JTBC스튜디오,카카오엔터테인먼트
90341962,Youngblood (드라이브 인 버스킹 Ver.),헨리 (HENRY),싱글,2020.06.07,댄스/팝,발라드,JTBC / JTBC스튜디오,카카오엔터테인먼트
90341734,사랑은 지날수록 더욱 선명하게 남아,전상근,EP(미니),2020.06.07,발라드,발라드,주식회사 셀러빗(CELEBIT),카카오엔터테인먼트
90341735,기대 (Lean On Me),전상근,EP(미니),2020.06.07,발라드,발라드,주식회사 셀러빗(CELEBIT),카카오엔터테인먼트
90341736,너에게,전상근,EP(미니),2020.06.07,발라드,발라드,주식회사 셀러빗(CELEBIT),카카오엔터테인먼트
90341737,오늘 해야 할 일,전상근,EP(미니),2020.06.07,발라드,발라드,주식회사 셀러빗(CELEBIT),카카오엔터테인먼트
88194585,Euphoria,방탄소년단,정규,2018.08.24,랩/힙합,힙합,BIGHIT MUSIC,YG PLUS
90344976,읽씹 안읽씹 (Prod. by 영탁),장민호,싱글,2020.06.08,성인가요,트로트,"티조컬처앤컨텐츠, 뉴에라프로젝트",카카오엔터테인먼트
90334038,Nostalgia (Feat. Rohann),하현상,EP(미니),2020.06.08,인디,알앤비,WAKEONE,지니뮤직
16258727,바다,유피 (UP),정규,1997.04,댄스/팝,댄스 팝,,Dreamus
81050639,Bubble Pop!,현아,EP(미니),2011.07.05,댄스/팝,댄스 팝,,카카오엔터테인먼트
90345720,Get Ready,하성운,EP(미니),2020.06.08,댄스/팝,댄스 팝,스타크루이엔티㈜,주식회사 인터파크
90345621,푸르게 빛나던 우리의 계절 (When We Were Us),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),EP(미니),2020.06.08,발라드,발라드,"SM ENTERTAINMENT, Label SJ",Dreamus
90345719,Lazy Lovers,하성운,EP(미니),2020.06.08,댄스/팝,댄스 팝,스타크루이엔티㈜,주식회사 인터파크
90345721,Puzzle,하성운,EP(미니),2020.06.08,댄스/팝,댄스 팝,스타크루이엔티㈜,주식회사 인터파크
90345723,궁금's,하성운,EP(미니),2020.06.08,댄스/팝,댄스 팝,스타크루이엔티㈜,주식회사 인터파크
90345722,Lie,하성운,EP(미니),2020.06.08,댄스/팝,댄스 팝,스타크루이엔티㈜,주식회사 인터파크
90345724,Twinkle Twinkle,하성운,EP(미니),2020.06.08,댄스/팝,댄스 팝,스타크루이엔티㈜,주식회사 인터파크
90348792,아무도 모른다,서은광 (비투비),EP(미니),2020.06.08,발라드,발라드,큐브 엔터테인먼트,카카오엔터테인먼트
90345622,부산에 가면 (Way to Busan),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),EP(미니),2020.06.08,발라드,발라드,"SM ENTERTAINMENT, Label SJ",Dreamus
90345623,너에게로 (The Way Back to You),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),EP(미니),2020.06.08,발라드,발라드,"SM ENTERTAINMENT, Label SJ",Dreamus
90348793,Have a nice day,서은광 (비투비),EP(미니),2020.06.08,발라드,발라드,큐브 엔터테인먼트,카카오엔터테인먼트
90345624,할 수 없는 일 (I Can't),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),EP(미니),2020.06.08,발라드,발라드,"SM ENTERTAINMENT, Label SJ",Dreamus
90348796,Love again,서은광 (비투비),EP(미니),2020.06.08,발라드,발라드,큐브 엔터테인먼트,카카오엔터테인먼트
90348794,세상에 영원한 게 없다 해도 (WALK),서은광 (비투비),EP(미니),2020.06.08,발라드,발라드,큐브 엔터테인먼트,카카오엔터테인먼트
90348795,사계,서은광 (비투비),EP(미니),2020.06.08,발라드,발라드,큐브 엔터테인먼트,카카오엔터테인먼트
90345625,기대 (Home),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),EP(미니),2020.06.08,발라드,발라드,"SM ENTERTAINMENT, Label SJ",Dreamus
90345626,별의 동화 (Midnight Story),SUPER JUNIOR-K.R.Y. (슈퍼주니어-K.R.Y.),EP(미니),2020.06.08,발라드,발라드,"SM ENTERTAINMENT, Label SJ",Dreamus
90348797,파랑새,서은광 (비투비),EP(미니),2020.06.08,발라드,발라드,큐브 엔터테인먼트,카카오엔터테인먼트
89831308,무정부르스,김호중,컴필레이션,2020.02.07,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
16130914,Sea Of Love,플라이 투 더 스카이,정규,2002.04.26,댄스/팝,팝,SM ENTERTAINMENT,Dreamus
16254322,운명,쿨 (COOL),싱글,2016.01.22,댄스/팝,발라드,,지니뮤직
16128501,여름아! 부탁해,인디고,정규,2002.06.27,댄스/팝,댄스 팝,,RIAK
90348965,Be Yourself,청하,싱글,2020.06.09,댄스/팝,댄스 팝,MNH Entertainment,"지니뮤직, Stone Music Entertainment"
90348850,LHAU (Feat. 이라온),마크툽 (Maktub),싱글,2020.06.09,인디,알앤비,(주)MAKTUB Company,워너뮤직코리아
86488401,내 얘길 들어봐 (A-ing) (Feat. 스컬 & 하하),오마이걸 (OH MY GIRL),스페셜,2016.08.01,댄스/팝,댄스 팝,WM엔터테인먼트,Sony Music
86397625,Starlight (Feat. DEAN),태연 (TAEYEON),EP(미니),2016.06.28,댄스/팝,발라드,SM ENTERTAINMENT,Dreamus
90351738,BUTTERFLY,우주소녀,EP(미니),2020.06.09,댄스/팝,댄스 팝,스타쉽엔터테인먼트,카카오엔터테인먼트
90113468,가족입니다,범키,OST,2020.06.09,발라드,발라드,Stone Music Entertainment,지니뮤직
90348612,사랑한다는 말로는,숀 (SHAUN),OST,2020.06.09,OST,알앤비,(주)빅토리콘텐츠,워너뮤직코리아
61410206,U-Go-Girl (With. 낯선),이효리,정규,2008.07.14,댄스/팝,댄스 팝,Stone Music Entertainment,지니뮤직
16258726,뿌요뿌요,유피 (UP),정규,1997.04,댄스/팝,댄스 팝,,Dreamus
80059193,연애특강 (Feat. 한예슬),마이티 마우스 (Mighty Mouth),EP(미니),2009.08.06,랩/힙합,팝랩,카카오엔터테인먼트,카카오엔터테인먼트
90351399,작사가,헤이즈 (Heize),EP(미니),2020.06.10,알앤비/소울,알앤비,"Studio blu, Stone Music Entertainment",지니뮤직
90351400,일이 너무 잘 돼,헤이즈 (Heize),EP(미니),2020.06.10,알앤비/소울,알앤비,"Studio blu, Stone Music Entertainment",지니뮤직
90341709,아 진짜요. (Oh really.),엔플라잉 (N.Flying),EP(미니),2020.06.10,댄스/팝,팝 락,FNC 엔터테인먼트,카카오엔터테인먼트
90351401,너의 이름은 (Feat. ASH ISLAND),헤이즈 (Heize),EP(미니),2020.06.10,알앤비/소울,알앤비,"Studio blu, Stone Music Entertainment",지니뮤직
90351402,1/1440 (Feat. 지샤넬),헤이즈 (Heize),EP(미니),2020.06.10,알앤비/소울,알앤비,"Studio blu, Stone Music Entertainment",지니뮤직
90351403,Not to see you again.,헤이즈 (Heize),EP(미니),2020.06.10,알앤비/소울,알앤비,"Studio blu, Stone Music Entertainment",지니뮤직
90341710,FLOWER FANTASY,엔플라잉 (N.Flying),EP(미니),2020.06.10,댄스/팝,팝 락,FNC 엔터테인먼트,카카오엔터테인먼트
90341711,꽃바람 (YOUTH),엔플라잉 (N.Flying),EP(미니),2020.06.10,댄스/팝,팝 락,FNC 엔터테인먼트,카카오엔터테인먼트
88120012,여름여름해 (Sunny Summer),여자친구 (GFRIEND),EP(미니),2018.07.19,댄스/팝,댄스 팝,쏘스뮤직,카카오엔터테인먼트
90341712,아무거나 (I'M GONNA),엔플라잉 (N.Flying),EP(미니),2020.06.10,댄스/팝,팝 락,FNC 엔터테인먼트,카카오엔터테인먼트
90341713,마지막 무대 (Last Song),엔플라잉 (N.Flying),EP(미니),2020.06.10,댄스/팝,팝 락,FNC 엔터테인먼트,카카오엔터테인먼트
81832609,나의 사람아,김호중,싱글,2013.03.22,클래식,클래식컬 크로스오버,,오감엔터테인먼트
81961198,Falling In Love,2NE1,싱글,2013.07.08,,레게,(주)YG엔터테인먼트,YG PLUS
90367852,달링 (DARLING) (Feat. 크러쉬),식케이 (Sik-K),정규,2020.06.11,랩/힙합,랩,H1GHR MUSIC,"지니뮤직, Stone Music Entertainment"
90374449,Starry Night,MOMOLAND (모모랜드),스페셜,2020.06.11,댄스/팝,댄스 팝,"(주)엠엘디엔터테인먼트, 카카오엔터테인먼트",카카오엔터테인먼트
90367855,ADDY (어디) (Feat. MOON),식케이 (Sik-K),정규,2020.06.11,랩/힙합,랩,H1GHR MUSIC,"지니뮤직, Stone Music Entertainment"
90367853,NEW LOVE,식케이 (Sik-K),정규,2020.06.11,랩/힙합,랩,H1GHR MUSIC,"지니뮤직, Stone Music Entertainment"
90366198,다시 잘해보자는 그런 말 아니야,이시은,싱글,2020.06.11,발라드,발라드,HF뮤직컴퍼니,NHN벅스
82735479,어쩌다,브라운아이드걸스,EP(미니),2008.09.16,댄스/팝,댄스 팝,카카오엔터테인먼트,Dreamus
90367857,12:45 (너가 보고싶다),식케이 (Sik-K),정규,2020.06.11,랩/힙합,랩,H1GHR MUSIC,"지니뮤직, Stone Music Entertainment"
90367860,IBTFY (Feat. pH-1),식케이 (Sik-K),정규,2020.06.11,랩/힙합,랩,H1GHR MUSIC,"지니뮤직, Stone Music Entertainment"
90367854,SHE'S GONE,식케이 (Sik-K),정규,2020.06.11,랩/힙합,랩,H1GHR MUSIC,"지니뮤직, Stone Music Entertainment"
90372243,I'll Be,벤,OST,2020.06.11,발라드,발라드,"JTBC 스튜디오, 모스트콘텐츠",카카오엔터테인먼트
84568778,Remember,Apink (에이핑크),정규,2015.07.16,댄스/팝,댄스 팝,에이큐브엔터테인먼트,카카오엔터테인먼트
81914470,콩떡빙수,AKMU (악동뮤지션),싱글,2013.05.23,일렉트로닉,일렉트로닉 팝,㈜신사유람,Dreamus
18543729,이 여름 Summer,쿨 (COOL),정규,2005.07.14,댄스/팝,발라드,스카이엔터테인먼트,카카오엔터테인먼트
83380633,미쳐,4minute (포미닛),EP(미니),2015.02.09,댄스/팝,댄스 팝,㈜큐브엔터테인먼트,카카오엔터테인먼트
70022143,붉은 노을,BIGBANG,정규,2008.11.05,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
81615733,눈물이 툭 (Feat. 박경 Of 블락비),지아 (Zia),싱글,2012.11.16,발라드,발라드,카카오엔터테인먼트,카카오엔터테인먼트
81555839,Ice Cream (Feat. Maboos),현아,EP(미니),2012.10.21,댄스/팝,댄스 팝,,카카오엔터테인먼트
90374969,신세계 (New World),온앤오프 (ONF),컴필레이션,2020.06.12,댄스/팝,댄스 팝,"㈜알비더블유, Stone Music Entertainment",지니뮤직
90374967,CHECKMATE,더보이즈(THE BOYZ),EP(미니),2020.09.21,댄스/팝,댄스 팝,크래커엔터테인먼트,카카오엔터테인먼트
90374968,바스키아,펜타곤,컴필레이션,2020.06.12,댄스/팝,댄스 팝,"㈜알비더블유, Stone Music Entertainment",지니뮤직
90379854,Greedyy (Feat. 문별 of 마마무),제아 (브라운아이드걸스),싱글,2020.06.12,댄스/팝,댄스 팝,"에이팝, 미스틱스토리",카카오엔터테인먼트
90374965,COME BACK HOME,원어스 (ONEUS),컴필레이션,2020.06.12,댄스/팝,댄스 팝,"㈜알비더블유, Stone Music Entertainment",지니뮤직
56706771,One More Time,쥬얼리 (Jewelry),싱글,2008.04.29,댄스/팝,댄스 팝,스타제국,카카오엔터테인먼트
90375933,우리의 봄은 아름다웠고,몽니,싱글,2020.06.12,인디,발라드,모던보이엔터테인먼트㈜,"지니뮤직, Stone Music Entertainment"
90374875,도원경 (Quasi una fantasia),더보이즈(THE BOYZ),컴필레이션,2020.06.12,댄스/팝,댄스 팝,Stone Music Entertainment,지니뮤직
90378688,무인도,김호중,컴필레이션,2020.06.12,성인가요,트로트,"TV CHOSUN, ㈜쇼플레이",카카오엔터테인먼트
16254312,Festival,엄정화,정규,2005.06.29,,기타,,예스플러스엔터테인먼트
16277927,예감,젝스키스,정규,1999.09.07,댄스/팝,댄스 팝,디에스피이엔티,카카오엔터테인먼트
90378725,OKGO2 (Prod. by HOLYDAY),던밀스 (Don Mills),싱글,2020.06.13,랩/힙합,랩,주식회사 비스메이저컴퍼니,주식회사 인터파크
16092091,맥주와 땅콩,쿨 (COOL),정규,2000.04.25,댄스/팝,댄스 팝,이민희,지니뮤직
82717930,Bang Bang,Jessie J & Ariana Grande & Nicki Minaj,싱글,2014.07.29,팝,팝,"Republic Records, LAVA MUSIC",유니버설뮤직코리아
90247668,REVEAL (Catching Fire),더보이즈(THE BOYZ),컴필레이션,2020.05.22,댄스/팝,댄스 팝,Stone Music Entertainment,지니뮤직
90380334,태양처럼,하현우 (국카스텐),싱글,2020.06.13,발라드,발라드,722STUDIO,카카오엔터테인먼트
90380433,DOPE (Feat. 김효은),릴러말즈 (Leellamarz) & Panda Gomm,싱글,2020.06.13,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
89832951,REVEAL,더보이즈(THE BOYZ),정규,2020.02.10,댄스/팝,댄스 팝,크래커엔터테인먼트,카카오엔터테인먼트
87594329,Downtown Baby,블루 (BLOO),EP(미니),2017.12.06,랩/힙합,랩,UNCUTPOINT,워너뮤직코리아
90380432,현주소 (629-6),릴러말즈 (Leellamarz) & Panda Gomm,싱글,2020.06.13,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
89314527,D.D.D,더보이즈 (THE BOYZ),EP(미니),2019.08.19,댄스/팝,댄스 팝,크래커엔터테인먼트,카카오엔터테인먼트
89696590,화이트 (White),더보이즈(THE BOYZ),싱글,2019.12.06,댄스/팝,댄스 팝,크래커엔터테인먼트,카카오엔터테인먼트
90247663,The 사랑하게 될 거야,온앤오프 (ONF),컴필레이션,2020.05.22,댄스/팝,댄스 팝,Stone Music Entertainment,지니뮤직
90327394,It's Raining,온앤오프 (ONF),컴필레이션,2020.06.05,댄스/팝,댄스 팝,Stone Music Entertainment,지니뮤직
88599648,사랑하게 될 거야 (We Must Love),온앤오프 (ONF),EP(미니),2019.02.07,댄스/팝,댄스 팝,WM엔터테인먼트,"지니뮤직, Stone Music Entertainment"
90188867,Everybody,온앤오프 (ONF),싱글,2020.05.08,댄스/팝,댄스 팝,Stone Music Entertainment,지니뮤직
90378885,좋아한다니까,염따,싱글,2020.06.14,랩/힙합,랩,YUMDDA,"지니뮤직, Stone Music Entertainment"
90380345,개인주의 (Feat. Zion.T),적재,싱글,2020.06.14,인디,팝 락,적재스튜디오,카카오엔터테인먼트
90376837,Favorite (Feat. 펀치넬로 (punchnello) & SOLE (쏠)),그리즐리,싱글,2020.06.14,인디,알앤비,EGO Group Ltd.,워너뮤직코리아
77013650,Again ＆ Again,2PM,싱글,2009.04.16,댄스/팝,댄스 팝,JYP 엔터테인먼트,Dreamus
16249986,슬퍼지려 하기전에,쿨 (COOL),정규,1995.10.10,댄스/팝,댄스 팝,이민희,지니뮤직
90380653,ITX (Feat. 창모 (CHANGMO)),ZENE THE ZILLA (제네 더 질라),싱글,2020.06.15,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
83835005,위아래,EXID,싱글,2014.08.27,댄스/팝,댄스 팝,바나나컬쳐,Sony Music
90386339,환상동화 (Secret Story of the Swan),IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90386341,회전목마 (Merry-Go-Round),IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90386338,Welcome,IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90386340,Pretty,IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90386342,Rococo,IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90386343,With*One,IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90385643,안부 (Feat. 찬열),이선희,정규,2020.06.15,발라드,발라드,HOOK ENTERTAINMENT,후크엔터테인먼트
90386344,幻想童話 (Secret Story of the Swan) (Japanese Ver.),IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90386345,Merry-Go-Round (Japanese Ver.),IZ*ONE (아이즈원),EP(미니),2020.06.15,댄스/팝,발라드,"오프더레코드엔터테인먼트, 스윙엔터테인먼트","지니뮤직, Stone Music Entertainment"
90387034,힘,BewhY (비와이) & Simba Zawadi (심바 자와디),EP(미니),2020.06.15,랩/힙합,랩,Dejavu Group,카카오엔터테인먼트
67640084,미쳤어 (Feat. 에릭),손담비,EP(미니),2008.09.18,댄스/팝,발라드,플레디스엔터테인먼트,카카오엔터테인먼트
80743572,Push Push (푸시푸시),씨스타 (Sistar),싱글,2010.06.03,댄스/팝,댄스 팝,스타쉽엔터테인먼트,카카오엔터테인먼트
90384245,Cupcake (Feat. punchnello),ELO,싱글,2020.06.16,랩/힙합,힙합,AOMG,"지니뮤직, Stone Music Entertainment"
90393233,썸 타긴 뭘 타,백아연,싱글,2020.06.16,알앤비/소울,알앤비,(주)이든엔터테인먼트,카카오엔터테인먼트
90385491,비가 내린다,닐로 (Nilo),EP(미니),2020.06.16,발라드,발라드,LiMEZ,유니버설뮤직코리아
90393382,여자사람 친구,임슬옹 & Kei (김지연),싱글,2020.06.16,발라드,발라드,젤리피쉬 엔터테인먼트,카카오엔터테인먼트
90385489,같았으면,닐로 (Nilo),EP(미니),2020.06.16,발라드,발라드,LiMEZ,유니버설뮤직코리아
90385696,사랑한다는 말,Sondia,OST,2020.06.16,발라드,발라드,Stone Music Entertainment,지니뮤직
90385490,알면서,닐로 (Nilo),EP(미니),2020.06.16,발라드,발라드,LiMEZ,유니버설뮤직코리아
80041386,냉면,"명카드라이브 (박명수, 제시카, 이트라이브)",정규,2009.07.13,댄스/팝,TV 시리즈,무한도전,Various
16093206,Run To You,DJ DOC,정규,2000.05.17,댄스/팝,댄스 팝,부다레코드,NHN벅스
82954988,Love Me Love Me (Remix),이지혜,싱글,2014.11.21,댄스/팝,댄스 팝,,주식회사 티에스앤엔터테인먼트
90401969,언제라도 어디에서라도,정승환,싱글,2020.06.17,발라드,발라드,안테나,카카오엔터테인먼트
90400104,神메뉴,Stray Kids (스트레이 키즈),정규,2020.06.17,랩/힙합,힙합,JYP엔터테인먼트,Dreamus
90393224,오래된 영화,라디 (Ra. D),싱글,2020.06.17,발라드,발라드,리얼콜라보,지니뮤직
81063076,Good-bye Baby,miss A,컴필레이션,2012.04.20,댄스/팝,댄스 팝,SBS콘텐츠허브,주식회사 블렌딩
90405847,"다시, 너",죠지,OST,2020.06.18,OST,영화,"스튜디오 마음C, 오디오 시네마",YG PLUS
80575412,거짓말 (Dance Ver.),티아라 (T-ara),정규,2010.02.23,댄스/팝,댄스 팝,코어콘텐츠미디어,Various
90407029,OOPSY,위키미키 (Weki Meki),EP(미니),2020.06.18,댄스/팝,댄스 팝,㈜판타지오뮤직,카카오엔터테인먼트
90404198,warm,정기고 (Junggigo),싱글,2020.06.18,알앤비/소울,알앤비,SEL,"지니뮤직, Stone Music Entertainment"
90406792,갈증 (THIRST),DPR LIVE,EP(미니),2020.06.18,랩/힙합,힙합,DREAM PERFECT REGIME (DPR),카카오엔터테인먼트
16150408,10 MINUTES,이효리,정규,2003.08.14,댄스/팝,발라드,디에스피이엔티,카카오엔터테인먼트
90404173,섬,낯선아이,싱글,2020.06.18,인디,인디 팝,ID:ODD,워너뮤직코리아
81333091,Twinkle,소녀시대-태티서 (Girls' Generation-TTS),EP(미니),2012.04.30,댄스/팝,댄스 팝,SM ENTERTAINMENT,Dreamus
90404172,도도,낯선아이,싱글,2020.06.18,인디,인디 팝,ID:ODD,워너뮤직코리아
90407712,WITCH (마녀사냥),예은 (CLC) & 전지우 & Jamie (제이미) & 치타 (CHEETAH) & 효연 (HYOYEON),컴필레이션,2020.06.19,랩/힙합,랩,Stone Music Entertainment,지니뮤직
90410418,I Do,John Legend,정규,2020.06.19,알앤비/소울,알앤비,Columbia,Sony Music
90413544,Into the I-LAND,아이유 (IU),싱글,2020.06.19,댄스/팝,댄스 팝,EDAM엔터테인먼트,카카오엔터테인먼트
90411953,Something,강다니엘,OST,2020.06.19,OST,TV 드라마,모스트콘텐츠,Dreamus
