sing_id,subject,singer,앨범 종류,발매일,장르,스타일,기획사,유통사
89974409,마음이 말하는 행복 (Feat. 이라온 & 반광옥 & 정영은 & 전상근),마크툽 (Maktub),싱글,2020.03.14,인디,알앤비,(주)MAKTUB Company,워너뮤직코리아
89887964,Old Me,5 Seconds Of Summer,싱글,2020.02.21,팝,팝,5 Seconds Of Summer/Interscope,유니버설뮤직코리아
89980327,꽃은 따라서 (Prod. by 로코베리),로시 (Rothy),OST,2020.03.14,댄스/팝,TV 시리즈,"JTBC, JTBC스튜디오",카카오엔터테인먼트
82123625,그리워해요,2NE1,싱글,2013.11.21,댄스/팝,팝,(주)YG엔터테인먼트,YG PLUS
89979394,누가 울어,정동원 (JUNG DONG WON),정규,2021.11.17,성인가요,트로트,쇼플레이엔터테인먼트,카카오엔터테인먼트
89966497,또 가면 되지,행주,싱글,2020.03.15,인디,발라드,아메바컬쳐,"지니뮤직, Stone Music Entertainment"
81200688,꽃보다 그대가 (Feat. Simon D),영준 (브라운아이드소울),싱글,2011.12.26,알앤비/소울,알앤비,인넥스트트렌드,카카오엔터테인먼트
89966423,너에게,헨 (HEN),OST,2020.03.15,발라드,발라드,Stone Music Entertainment,지니뮤직
88344888,12 : 45 (Stripped),etham,싱글,2018.10.26,팝,어쿠스틱,EMI,유니버설뮤직코리아
82755331,사랑이란 말이 어울리는 사람 (사말어사),장범준,정규,2014.08.19,인디,팝 락,"(주)버스커버스커, Stone Music Entertainment","지니뮤직, Stone Music Entertainment"
89980489,아무일 없던 것처럼,Fil (필),싱글,2020.03.15,발라드,발라드,"플렉스엠, 빨간양말공장",카카오엔터테인먼트
81378660,오늘같은 밤이면 (With 다비치),2BIC(투빅),정규,2013.06.05,발라드,발라드,도토리뮤직,카카오엔터테인먼트
89982879,하루종일,규현 (KYUHYUN),OST,2020.03.16,발라드,발라드,에이스팩토리,지니뮤직
89985479,신혼일기,윤딴딴,EP(미니),2020.03.16,인디,포크 팝,코코넛뮤직,카카오엔터테인먼트
89982763,이 또한 지나가리라,신승훈,스페셜,2020.04.08,댄스/팝,발라드,도로시 컴퍼니,"지니뮤직, Stone Music Entertainment"
89980353,신호등,이준호,싱글,2020.03.16,발라드,발라드,LIMEZ,유니버설뮤직코리아
89985482,기댈 곳,윤딴딴,EP(미니),2020.03.16,인디,포크 팝,코코넛뮤직,카카오엔터테인먼트
89985480,니가 싫으면 나도 싫어,윤딴딴,EP(미니),2020.03.16,인디,포크 팝,코코넛뮤직,카카오엔터테인먼트
89985481,미니멀 라이프,윤딴딴,EP(미니),2020.03.16,인디,포크 팝,코코넛뮤직,카카오엔터테인먼트
89985483,시간 안에 우리,윤딴딴,EP(미니),2020.03.16,인디,포크 팝,코코넛뮤직,카카오엔터테인먼트
16178695,은영이에게,KCM,정규,2004.09.07,댄스/팝,팝,,씨에스해피엔터테인먼트
77688246,여성시대,씨야 & 다비치 & 티아라 (T-ara),싱글,2009.05.06,댄스/팝,댄스 팝,,오감엔터테인먼트
80686571,고백,뜨거운 감자,정규,2011.04.21,댄스/팝,팝,,케미컬레코드
89991860,화분,세정,,,,힐링,,
89992391,비싼옷,임재현,싱글,2020.03.17,인디,발라드,디원미디어,카카오엔터테인먼트
89991861,오늘은 괜찮아,세정,,,,,,
89991862,SKYLINE,세정,,,,,,
89991863,오리발,세정,,,,,,
89991864,꿈속에서 널,세정,,,,,,
82617743,헤어졌다 만났다,다비치,싱글,2014.06.05,발라드,발라드,,Dreamus
89993459,Physical (Feat. 화사),Dua Lipa & 화사 (Hwa Sa),싱글,2020.03.18,팝,팝,Warner Records,워너뮤직코리아
89993288,이병 도익환 (Prod. by Cloudy beats),EK,싱글,2020.03.18,랩/힙합,랩,STONESHIP,지니뮤직
86161553,CHEER UP,TWICE (트와이스),EP(미니),2016.04.25,댄스/팝,댄스 팝,JYP 엔터테인먼트,Dreamus
23764090,알아요,KCM,OST,2003.10.08,OST,TV 드라마,,씨에스해피엔터테인먼트
89995972,새로고침 (Feat. 강민경 of 다비치),박경,싱글,2020.03.18,랩/힙합,랩,SEVEN SEASONS,Sony Music
88673693,목포행 완행열차,장윤정,정규,2019.03.12,성인가요,트로트,"아이오케이 컴퍼니, 티엔엔터테인먼트",주식회사 이프로엔터테인먼트
89999128,온도차,김보경 (NEON),싱글,2020.03.19,발라드,발라드,Neon Ent.,주식회사 인터파크
90005402,KnoCK (Feat. 백예린),코드 쿤스트 (CODE KUNST),싱글,2020.03.19,알앤비/소울,알앤비,AOMG,카카오엔터테인먼트
90004325,집으로 데려다 줘,왁스 (Wax),싱글,2020.03.19,발라드,발라드,운트스엔터테인먼트,Dreamus
90004520,아닌 척 말하기가,바닐라 어쿠스틱 (Vanilla Acoustic),싱글,2020.03.19,인디,포크 팝,쇼파르뮤직,NHN벅스
16265684,Poison,엄정화,정규,1998.07,댄스/팝,댄스 팝,,RIAK
90001474,좋은 사람 있으면 소개시켜줘,조이 (JOY),OST,2020.03.20,댄스/팝,TV 드라마,"스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment","지니뮤직, Stone Music Entertainment"
81941735,만인의 연인 (Feat. 하림),써니힐 (SunnyHill),EP(미니),2013.06.19,댄스/팝,발라드,카카오엔터테인먼트,카카오엔터테인먼트
90010122,Scared To Live,The Weeknd,정규,2020.03.20,알앤비/소울,알앤비,Republic Records,유니버설뮤직코리아
90006854,니가 떠난 그날부터,견우,싱글,2020.03.20,발라드,발라드,주식회사 레시피뮤직,워너뮤직코리아
90010128,In Your Eyes,The Weeknd,정규,2020.03.20,알앤비/소울,알앤비,Republic Records,유니버설뮤직코리아
90010219,잊었니…,윤하 (YOUNHA),,,,,,
90008556,오늘도 어제처럼,효정 (오마이걸),OST,2020.03.21,발라드,발라드,아낌없이주는엔터테인먼트,다날엔터테인먼트
42189906,I Decide,헤리티지 (Heritage),싱글,2011.09.02,알앤비/소울,알앤비,PD Records,미러볼뮤직
80045163,바래,FTISLAND (FT아일랜드),정규,2009.07.16,댄스/팝,댄스 팝,피쉬엔케익뮤직,카카오엔터테인먼트
80845659,"울고, 불고...",지아 & 포맨,싱글,2010.10.19,발라드,발라드,제이 엔 컴퍼니,카카오엔터테인먼트
58261999,가슴으로 외쳐 (Rap Feat. Rhymer),먼데이 키즈 (Monday Kiz),정규,2008.04.04,알앤비/소울,알앤비,,Dreamus
80889535,몇 월 며칠 몇 시 (Feat. 마이티 마우스),지아 (Zia),EP(미니),2010.12.23,발라드,발라드,카카오엔터테인먼트,카카오엔터테인먼트
71354680,Happiness,가비엔제이 (Gavy NJ),정규,2005.11.10,알앤비/소울,알앤비,굿베리엔터테인먼트,카카오엔터테인먼트
80818100,아파 (Slow),2NE1,정규,2010.09.09,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
80660017,Bubble Love,MC 몽 & 서인영,커버버전,2010.08.18,댄스/팝,팝,,지원크리에이티브 주식회사
80773659,꺼져 줄게 잘 살아 (Feat. 용준형),지나,EP(미니),2010.07.14,발라드,발라드,,카카오엔터테인먼트
44641266,This Love (G-Dragon Solo),BIGBANG,정규,2006.12.22,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
90004496,하늘바라기,소향,OST,2020.03.22,포크/어쿠스틱,TV 드라마,Stone Music Entertainment,지니뮤직
90010808,봄의 한가운데,홍대광,싱글,2020.03.22,발라드,발라드,디어라이트뮤직,YG PLUS
80966543,선물 (Feat. 은지원),케이윌 (K.Will),싱글,2010.03.10,발라드,발라드,스타쉽엔터테인먼트,카카오엔터테인먼트
90009154,우린 이제 헤어져야 해,어쿠루브,싱글,2020.03.22,인디,발라드,브릿지 미디어,카카오엔터테인먼트
90010606,미련 (Feat. #안녕),T.P RETRO (타디스 프로젝트舊),싱글,2020.03.22,인디,팝 락,디레토뮤직,워너뮤직코리아
54823478,보고싶은 날엔..,박지헌,싱글,2007.12.18,,팝,Stone Music Entertainment,"지니뮤직, Stone Music Entertainment"
16130716,BK Love,MC 스나이퍼,정규,2004.08.10,발라드,발라드,,다인플러스
80764287,I Need A Girl (Feat. G-dragon),태양,정규,2010.07.01,알앤비/소울,알앤비,(주)YG엔터테인먼트,YG PLUS
90012919,GONE (Feat. Paloalto) (Prod. by TOIL),릴러말즈 (Leellamarz) & TOIL,싱글,2020.03.23,랩/힙합,랩,앰비션뮤직,"지니뮤직, Stone Music Entertainment"
90013554,우리 이별을 마주하던 그 밤 아래,그_냥,정규,2020.03.23,포크/어쿠스틱,발라드,"디어뮤즈먼츠, 닥터심슨컴퍼니",카카오엔터테인먼트
90013634,99 (바른 연애 길잡이 X 스탠딩 에그),Standing Egg (스탠딩 에그),싱글,2020.03.23,인디,발라드,본(Born),카카오엔터테인먼트
90013555,잠들고 싶다,그_냥,정규,2020.03.23,포크/어쿠스틱,발라드,"디어뮤즈먼츠, 닥터심슨컴퍼니",카카오엔터테인먼트
16173892,아니라고...,원티드 (Wanted),정규,2004.06.04,발라드,발라드,생존기획,주식회사 사운드리퍼블리카
80070118,사랑이 뭐길래,미스에스 (Miss＄),정규,2009.08.26,발라드,발라드,,뮤직앤뉴
89347392,마음대로,Colde (콜드),싱글,2019.09.05,알앤비/소울,알앤비,WAVY,Sony Music
81012923,Fiction,비스트 (Beast),정규,2011.05.17,댄스/팝,댄스 팝,,카카오엔터테인먼트
81383665,Loving U (러빙유),씨스타 (Sistar),정규,2013.06.01,팝,팝,"K.P. , King Point Records","Orchard Enterprises NY, Inc."
57504238,Baby Baby,소녀시대 (GIRLS' GENERATION),정규,2008.03.13,댄스/팝,발라드,SM ENTERTAINMENT,Dreamus
80655850,Beautiful Life,V.O.S,정규,2008.05.15,발라드,발라드,스타제국,카카오엔터테인먼트
90021359,2U,강다니엘,EP(미니),2020.03.24,댄스/팝,댄스 팝,KONNECT Ent.,Sony Music
90021360,Jealous,강다니엘,EP(미니),2020.03.24,댄스/팝,댄스 팝,KONNECT Ent.,Sony Music
90021361,Interview,강다니엘,EP(미니),2020.03.24,댄스/팝,댄스 팝,KONNECT Ent.,Sony Music
90014484,몰라 (HEAR ME) (Prod. by GooseBumps),식케이 (Sik-K),EP(미니),2020.03.24,랩/힙합,랩,H1GHRMUSIC,"지니뮤직, Stone Music Entertainment"
90014485,30분 (30MIN) (Feat. 사이먼 도미닉) (Prod. by GooseBumps),식케이 (Sik-K),EP(미니),2020.03.24,랩/힙합,랩,H1GHRMUSIC,"지니뮤직, Stone Music Entertainment"
90014483,NO HOOK (Feat. Paloalto & The Quiett) (Prod. by GooseBumps),식케이 (Sik-K),EP(미니),2020.03.24,랩/힙합,랩,H1GHRMUSIC,"지니뮤직, Stone Music Entertainment"
90016119,썸데이 (someday) (Feat. 개코 & 유자),나플라 (nafla),정규,2020.03.24,랩/힙합,힙합,그루블린,워너뮤직코리아
90016118,가게송 (i'm in love),나플라 (nafla),정규,2020.03.24,랩/힙합,힙합,그루블린,워너뮤직코리아
67177980,니가 떠난 그날,먼데이 키즈 (Monday Kiz),EP(미니),2008.09.04,알앤비/소울,알앤비,에프씨이엔엠,Various
85523067,이별밖에,노을,싱글,2015.11.26,발라드,발라드,YNB 엔터테인먼트,Dreamus
86999614,"유후 (You, Who?)",에릭남 (Eric Nam) & 전소미,싱글,2017.03.09,발라드,발라드,"Stone Music Entertainment, B2M엔터테인먼트",지니뮤직
83317685,행복해서 미안해,다비치,EP(미니),2015.01.21,발라드,발라드,"Stone Music Entertainment, MMO엔터테인먼트",지니뮤직
16092420,멍,김현정,정규,2000.05.22,댄스/팝,발라드,힘 엔터테인먼트,카카오엔터테인먼트
90031687,처음처럼,엠씨더맥스 (M.C the MAX),싱글,2020.03.25,발라드,발라드,325이엔씨,카카오엔터테인먼트
90031034,GRAVITY,옹성우,EP(미니),2020.03.25,댄스/팝,발라드,주식회사 판타지오,카카오엔터테인먼트
90031688,One Love (20th Edition),엠씨더맥스 (M.C the MAX),싱글,2020.03.25,발라드,발라드,325이엔씨,카카오엔터테인먼트
90031035,너를 위한 카페 (Cafe),옹성우,EP(미니),2020.03.25,댄스/팝,발라드,주식회사 판타지오,카카오엔터테인먼트
90031651,그런일은,반하나,싱글,2020.03.25,인디,발라드,스포트라이트,"지니뮤직, Stone Music Entertainment"
90030542,매일 너를,송이한,EP(미니),2020.03.25,알앤비/소울,알앤비,뮤직디자인,카카오엔터테인먼트
90031038,GUESS WHO,옹성우,EP(미니),2020.03.25,댄스/팝,발라드,주식회사 판타지오,카카오엔터테인먼트
90031037,BYE BYE,옹성우,EP(미니),2020.03.25,댄스/팝,발라드,주식회사 판타지오,카카오엔터테인먼트
90031036,"또, 다시 나를 마주한 채 (After Dark)",옹성우,EP(미니),2020.03.25,댄스/팝,발라드,주식회사 판타지오,카카오엔터테인먼트
85117565,너나 잘해,에일리 (Ailee),정규,2015.09.30,댄스/팝,댄스 팝,YMC엔터테인먼트,카카오엔터테인먼트
16110234,Sweety,샵 (S#arp),정규,2001.02.20,댄스/팝,댄스 팝,,RIAK
81877127,Wash Away (Feat. 에일리),긱스 (Geeks),정규,2013.04.29,랩/힙합,랩,"하우엔터테인먼트, GRDL",카카오엔터테인먼트
80996685,DON'T CRY,박봄,싱글,2011.04.21,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
86962499,니가 보고싶은 밤,윤딴딴,싱글,2017.02.20,인디,포크 팝,,포크라노스
80819375,이 나이 먹고 뭐했길래 (Feat. 정슬기),미스에스 (Miss $),싱글,2021.11.17,랩/힙합,힙합,브랜뉴뮤직,NHN벅스
55421275,그래도 좋아,씨야 (SeeYa),정규,2008.01.02,발라드,발라드,Stone Music Entertainment,Various
70579706,바람피지마 (Feat. 남규리 For 씨야),미스에스 (Miss $),싱글,2008.11.18,랩/힙합,힙합,,주식회사 비씨에스뮤직
80954475,누구보다 널 사랑해,디셈버 (December),싱글,2011.02.21,발라드,발라드,넥스타엔터테인먼트,"지니뮤직, Stone Music Entertainment"
49495498,나 이젠 (Duet. 먼데이키즈(진성)),V.O.S+ (현준),컴필레이션,2008.04.10,,반주음악,,뮤직엔닷컴
80042404,나만 모르게 (Feat. T),슈프림팀 (Supreme Team),EP(미니),2009.07.14,랩/힙합,랩,아메바컬쳐,"지니뮤직, Stone Music Entertainment"
80171597,TTL (Time To Love),티아라 & 초신성,싱글,2009.09.15,랩/힙합,팝랩,크리에이티브프로덕션,다날엔터테인먼트
82054973,잘할 걸,버스커 버스커 (Busker Busker),정규,2013.09.25,댄스/팝,팝 락,"청춘뮤직, Stone Music Entertainment","지니뮤직, Stone Music Entertainment"
80614337,첫사랑이죠,아이유 & 나윤권,싱글,2010.01.12,발라드,발라드,심현보,카카오엔터테인먼트
46594291,잊었니...,윤미래,정규,2007.02.24,랩/힙합,알앤비,정글엔터테인먼트,카카오엔터테인먼트
90036519,뜸,WINNER,정규,2020.04.09,발라드,발라드,YG Entertainment,YG PLUS
90036683,"안녕, 오늘의 그대에게",임한별,싱글,2020.03.26,발라드,발라드,"플렉스엠, 니즈뮤직",카카오엔터테인먼트
89482081,SOSO,WINNER,EP(미니),2019.10.23,댄스/팝,댄스 팝,YG Entertainment,YG PLUS
87188188,다라다 (DA RA DA),휘인 (Whee In) & Jeff Bernat & 비오 (B.O.),싱글,2017.06.04,알앤비/소울,소울 팝,㈜알비더블유,주식회사 콘텐츠엑스 (ContentsX)
89498353,사랑은 봄비처럼 이별은 겨울비처럼,브라운아이드걸스,정규,2019.10.28,댄스/팝,발라드,"에이팝, 미스틱스토리",카카오엔터테인먼트
82249674,답이 없었어,홍대광,EP(미니),2014.03.21,발라드,발라드,"MMO엔터테인먼트, Stone Music Entertainment",지니뮤직
86216306,벚꽃이 지면,아이오아이 (I.O.I),EP(미니),2016.05.04,댄스/팝,댄스 팝,Stone Music Entertainment,지니뮤직
90021550,아로하,조정석,OST,2020.03.27,인디,인디 팝,Stone Music Entertainment,"지니뮤직, Stone Music Entertainment"
90033114,Break My Heart,Dua Lipa,정규,2020.03.27,팝,얼터너티브 팝,Warner Records,워너뮤직코리아
81263834,너만은 모르길,가인,싱글,2012.03.21,댄스/팝,발라드,노트뮤직,NHN벅스
81013566,두근두근,써니힐 (SunnyHill),OST,2011.06.15,OST,TV 드라마,더그루브엔터테인먼트,카카오엔터테인먼트
90044682,어제처럼,에일리 (AILEE),,,,,,
88237525,불꽃놀이 (Remember Me),오마이걸 (OH MY GIRL),EP(미니),2018.09.10,댄스/팝,댄스 팝,WM Entertainment,Sony Music
86461219,바다,허각 & 정은지,싱글,2016.07.21,댄스/팝,댄스 팝,플랜에이 엔터테인먼트,카카오엔터테인먼트
16149592,One Summer Drive,쿨 (COOL),정규,2003.07.04,댄스/팝,댄스 팝,이민희,지니뮤직
90043882,이별의 버스 정류장,유산슬 & 송가인,싱글,2020.03.28,성인가요,트로트,MBC,주식회사 인터파크
90044527,400km (Feat. Kid Milli),한요한,정규,2020.03.28,랩/힙합,랩,린치핀뮤직㈜,카카오엔터테인먼트
90044528,니 숨결 (Feat. 김승민),한요한,정규,2020.03.28,랩/힙합,랩,린치핀뮤직㈜,카카오엔터테인먼트
90044529,BECAUSE I'M A ROCKSTAR (Feat. YUNHWAY),한요한,정규,2020.03.28,랩/힙합,랩,린치핀뮤직㈜,카카오엔터테인먼트
90044530,취소해,한요한,정규,2020.03.28,랩/힙합,랩,린치핀뮤직㈜,카카오엔터테인먼트
90044532,구석 (Feat. BLOO),한요한,정규,2020.03.28,랩/힙합,랩,린치핀뮤직㈜,카카오엔터테인먼트
16182692,빙고 (아싸),거북이,정규,2019.05.27,,반주음악,비트윈뮤직,바른음원협동조합
90044531,소리쳐 (Feat. 후이 (펜타곤)),한요한,정규,2020.03.28,랩/힙합,랩,린치핀뮤직㈜,카카오엔터테인먼트
90044535,조퇴 (Feat. 안병웅),한요한,정규,2020.03.28,랩/힙합,랩,린치핀뮤직㈜,카카오엔터테인먼트
82309558,살아 봤으면 해,2NE1,정규,2014.02.27,일렉트로닉,알앤비,(주)YG엔터테인먼트,YG PLUS
80674048,너 하나면 돼 (Feat. 개코 Of 다이나믹 듀오),슈프림팀 (Supreme Team),정규,2010.03.17,랩/힙합,힙합,아메바컬쳐,"지니뮤직, Stone Music Entertainment"
87471314,나에게 넌,다비치,싱글,2017.10.11,댄스/팝,팝,"Stone Music Entertainment, B2M엔터테인먼트",지니뮤직
73023379,It's Okay (Feat.화요비),언터쳐블,정규,2009.01.08,랩/힙합,힙합,㈜알비더블유,주식회사 콘텐츠엑스 (ContentsX)
82024789,니 입술 그 맛 (Feat. EB),디셈버 (December),싱글,2013.08.28,알앤비/소울,알앤비,도토리뮤직,카카오엔터테인먼트
90047187,바람,적재,OST,2020.03.29,댄스/팝,TV 시리즈,"JTBC, JTBC스튜디오",카카오엔터테인먼트
90044392,Set Go! (Feat. 기리보이 & 사이먼 도미닉),쿠기 (Coogie),정규,2020.03.29,랩/힙합,랩,"(주)밀리언마켓, ATMseoul",Dreamus
90044391,I Made It,쿠기 (Coogie),정규,2020.03.29,랩/힙합,랩,"(주)밀리언마켓, ATMseoul",Dreamus
90044394,WII (Feat. The Quiett),쿠기 (Coogie),정규,2020.03.29,랩/힙합,랩,"(주)밀리언마켓, ATMseoul",Dreamus
90047047,Lonely,오왠 (O.WHEN),싱글,2020.03.29,인디,팝 락,DH PLAY 엔터테인먼트,카카오엔터테인먼트
90049372,아주 가끔은,어쿠스틱 콜라보,싱글,2020.03.30,인디,발라드,무브먼트제너레이션,카카오엔터테인먼트
90049865,"사랑, 하자",수호 (SUHO),EP(미니),2020.03.30,락/메탈,모던 락,SM ENTERTAINMENT,Dreamus
90049864,O₂,수호 (SUHO),EP(미니),2020.03.30,락/메탈,모던 락,SM ENTERTAINMENT,Dreamus
90049866,Made In You,수호 (SUHO),EP(미니),2020.03.30,락/메탈,모던 락,SM ENTERTAINMENT,Dreamus
90049867,암막 커튼,수호 (SUHO),EP(미니),2020.03.30,락/메탈,모던 락,SM ENTERTAINMENT,Dreamus
90049868,자화상,수호 (SUHO),EP(미니),2020.03.30,락/메탈,모던 락,SM ENTERTAINMENT,Dreamus
90049869,너의 차례 (Feat. 윤하),수호 (SUHO),EP(미니),2020.03.30,락/메탈,모던 락,SM ENTERTAINMENT,Dreamus
87114477,그댄 달라요 (With 라디),제아 (브라운아이드걸스),싱글,2017.04.28,발라드,발라드,"에이팝엔터테인먼트, 미스틱엔터테인먼트",카카오엔터테인먼트
90058640,"아무렇지 않게, 안녕",HYNN (박혜원),EP(미니),2020.03.31,발라드,발라드,엔터테인먼트 뉴오더,카카오엔터테인먼트
90058641,오늘에게 (TO.DAY),HYNN (박혜원),EP(미니),2020.03.31,발라드,발라드,엔터테인먼트 뉴오더,카카오엔터테인먼트
90058639,"당신이 지나간 자리, 꽃",HYNN (박혜원),EP(미니),2020.03.31,발라드,발라드,엔터테인먼트 뉴오더,카카오엔터테인먼트
90057222,내가 정말 사랑하는 사람이 있죠,별,OST,2020.03.31,발라드,발라드,에이스팩토리,지니뮤직
89846832,Slowly Fall,하현상,OST,2020.03.31,댄스/팝,TV 드라마,Stone Music Entertainment,지니뮤직
90058642,여행의 색깔 (Feat. 스무살),HYNN (박혜원),EP(미니),2020.03.31,발라드,발라드,엔터테인먼트 뉴오더,카카오엔터테인먼트
80853368,다시 사랑하기엔,2AM,정규,2010.10.26,발라드,발라드,JYP 엔터테인먼트,Dreamus
49975121,사랑앓이,FTISLAND (FT아일랜드),싱글,2017.05.28,발라드,락 발라드,FNC엔터테인먼트,카카오엔터테인먼트
89830786,"always, i'll care",Jeremy Zucker,싱글,2020.02.07,팝,팝,Republic Records,유니버설뮤직코리아
81854100,좋아 (JOAH),박재범,싱글,2013.04.10,댄스/팝,댄스 팝,,"지니뮤직, Stone Music Entertainment"
90067638,뭔가 잘못됐어,권진아,싱글,2020.04.01,발라드,발라드,안테나,카카오엔터테인먼트
90063064,사랑은 꽃잎처럼,홍진영,싱글,2020.04.01,성인가요,트로트,아이엠에이치엔터테인먼트,"지니뮤직, Stone Music Entertainment"
90067393,눈물 날 것 같은 날에는,원티드 (Wanted),싱글,2020.04.01,발라드,발라드,엔에이피엔터테인먼트,카카오엔터테인먼트
90059873,하루,솔지 (EXID),OST,2020.04.01,발라드,발라드,"(주)블렌딩, ㈜뮤직버디",주식회사 블렌딩
90065783,Maiochiruhanabira (Fallin' Flower),세븐틴 (Seventeen),EP(미니),2020.04.01,J-POP,팝,PLEDIS ENTERTAINMENT,유니버설뮤직코리아
89365834,독 : Fear,세븐틴 (Seventeen),정규,2019.09.16,댄스/팝,댄스 팝,플레디스엔터테인먼트,YG PLUS
90065785,Smile Flower (Japanese Ver.),세븐틴 (Seventeen),EP(미니),2020.04.01,J-POP,팝,PLEDIS ENTERTAINMENT,유니버설뮤직코리아
90065784,Good To Me (Japanese Ver.),세븐틴 (Seventeen),EP(미니),2019.01.21,댄스/팝,발라드,플레디스엔터테인먼트,카카오엔터테인먼트
85570381,가질 수 없는 너,거미 (Gummy),컴필레이션,2015.12.02,발라드,발라드,JTBC,주식회사 인터파크
42584279,죄,루그 (Lug),EP(미니),2006.09.11,발라드,발라드,,RIAK
79438991,결혼해 줄래 (Feat. BIZNIZ),이승기,싱글,2009.06.18,댄스/팝,댄스 팝,,후크엔터테인먼트
90068864,Take Yourself Home,Troye Sivan,EP(미니),2020.08.21,팝,팝,EMI Recorded Music Australia Pty Ltd.,유니버설뮤직코리아
90070604,꽃 (flower) (Feat. 박재범 & 우원재 & 기리보이),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90065921,Like a Fool,NIve & 샘김 (Sam Kim),싱글,2020.04.02,인디,소울 팝,"153 Entertainment Group, 153줌바스뮤직그룹",워너뮤직코리아
90070606,O (Feat. 이하이),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070609,Set me Free (Feat. Loopy & Jvcki Wai),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070608,F(ucked up) (Feat. 개코 & GRAY),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070611,Get Out (Feat. Kid Milli & EK & HAON (하온)),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070612,Rollin (Feat. pH-1),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070617,PEOPLE (Feat. Paloalto & The Quiett),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070605,Xii,코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90051202,모르겠다고 (Q) (Feat. 화사),원위 (ONEWE),싱글,2020.04.02,락/메탈,락앤롤,㈜알비더블유,주식회사 콘텐츠엑스 (ContentsX)
90066536,Digital Lover (강민경 Ver.),강민경 (다비치),싱글,2020.04.02,알앤비/소울,알앤비,Stone Music Entertainment,지니뮤직
90070607,Woode,코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070613,Let u in (Feat. DeVita & Colde),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070616,춤 (Feat. 넉살),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90070614,Dirt in my HEAD (Feat. 카더가든),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90067907,이제는 어떻게 사랑을 하나요,정효빈,OST,2020.04.02,인디,발라드,도너츠컬처,NHN벅스
90070615,Bronco (Feat. 뱃사공 & BLNK & Jayho & 재달 of Legit goons),코드 쿤스트 (CODE KUNST),정규,2020.04.02,랩/힙합,힙합,AOMG,카카오엔터테인먼트
90077755,이제 나만 믿어요,임영웅,싱글,2020.04.03,성인가요,트로트,TV CHOSUN,카카오엔터테인먼트
90069478,화려하지 않은 고백,규현 (KYUHYUN),OST,2020.04.03,발라드,발라드,"Stone Music Entertainment, 스튜디오 마음C, eggiscoming","지니뮤직, Stone Music Entertainment"
18401746,제자리 걸음,김종국,정규,2005.07.01,댄스/팝,발라드,,뮤직앤뉴
90067997,THEY say,팔로알토 (Paloalto) & 윤병호 (Bully Da Ba$tard),싱글,2020.04.03,랩/힙합,랩,"Hi-Lite Records Inc., SameSide Company Inc.",뮤직앤뉴
16180304,I Do,비,정규,2004.10.08,댄스/팝,댄스 팝,JYP 엔터테인먼트,Dreamus
16119214,좋은 사람 (Feat. 김형중),토이 (Toy),정규,2001.05.10,댄스/팝,발라드,돈스톱더뮤직,카카오엔터테인먼트
82072538,"스물다섯, 스물하나",자우림,정규,2013.10.14,락/메탈,모던 락,LOVE MANEUVER,주식회사 인터파크
89365841,Snap Shoot,세븐틴 (Seventeen),정규,2019.09.16,댄스/팝,댄스 팝,플레디스엔터테인먼트,YG PLUS
89365837,Second Life,세븐틴 (Seventeen),정규,2019.09.16,댄스/팝,댄스 팝,플레디스엔터테인먼트,YG PLUS
80575414,거짓말 (Slow Ver.),티아라 (T-ara),정규,2010.02.23,댄스/팝,댄스 팝,코어콘텐츠미디어,Various
81066203,UGLY,2NE1,EP(미니),2011.07.28,댄스/팝,댄스 팝,(주)YG엔터테인먼트,YG PLUS
81931725,Give It To Me,씨스타 (Sistar),정규,2013.06.11,댄스/팝,댄스 팝,스타쉽엔터테인먼트,카카오엔터테인먼트
