sing_id,artist_name,artist_url,유형,국적,장르,데뷔
91134314,유빈(오마이걸),https://music.bugs.co.kr/artist/80226925?wl_ref=S_ab_01_02,솔로(여성),대한민국,OST,2015.0
91125251,우원재,https://music.bugs.co.kr/artist/20042154?wl_ref=S_ab_01_02,솔로(남성),대한민국,랩/힙합,2017.0
91165220,TWICE(트와이스),https://music.bugs.co.kr/artist/80249916?wl_ref=S_ab_01_02,그룹(여성),대한민국,댄스/팝,2015.0
91166995,투모로우바이투게더,https://music.bugs.co.kr/artist/80328357?wl_ref=S_ab_01_02,그룹(남성),대한민국,댄스/팝,2019.0
91134205,케이시,https://music.bugs.co.kr/artist/80225898?wl_ref=S_ab_01_02,솔로(여성),대한민국,발라드,2015.0
91166994,투모로우바이투게더,https://music.bugs.co.kr/artist/80328357?wl_ref=S_ab_01_02,그룹(남성),대한민국,댄스/팝,2019.0
91166996,투모로우바이투게더,https://music.bugs.co.kr/artist/80328357?wl_ref=S_ab_01_02,그룹(남성),대한민국,댄스/팝,2019.0
91166997,투모로우바이투게더,https://music.bugs.co.kr/artist/80328357?wl_ref=S_ab_01_02,그룹(남성),대한민국,댄스/팝,2019.0
91166998,투모로우바이투게더,https://music.bugs.co.kr/artist/80328357?wl_ref=S_ab_01_02,그룹(남성),대한민국,댄스/팝,2019.0
91165221,TWICE(트와이스),https://music.bugs.co.kr/artist/80249916?wl_ref=S_ab_01_02,그룹(여성),대한민국,댄스/팝,2015.0
91165222,TWICE(트와이스),https://music.bugs.co.kr/artist/80249916?wl_ref=S_ab_01_02,그룹(여성),대한민국,댄스/팝,2015.0
91165223,TWICE(트와이스),https://music.bugs.co.kr/artist/80249916?wl_ref=S_ab_01_02,그룹(여성),대한민국,댄스/팝,2015.0
91134207,케이시,https://music.bugs.co.kr/artist/80225898?wl_ref=S_ab_01_02,솔로(여성),대한민국,발라드,2015.0
91134206,케이시,https://music.bugs.co.kr/artist/80225898?wl_ref=S_ab_01_02,솔로(여성),대한민국,발라드,2015.0
91134208,케이시,https://music.bugs.co.kr/artist/80225898?wl_ref=S_ab_01_02,솔로(여성),대한민국,발라드,2015.0
91167642,폴킴(PaulKim),https://music.bugs.co.kr/artist/80178689?wl_ref=S_ab_01_02,솔로(남성),대한민국,"발라드,알앤비/소울",2014.0
